[Gene ID],[Genomic Location (Transcript)],[Product Description],,Start_loc,Stop_loc,LOCUS,STRAND,H_exp,S_exp,CONTIG,Start_TE,Stop_TE,Type,Subtype
CIMG_09950,GG704915:322680..323564(+),hypothetical protein,GG704915,322680,323564,CIMG_09950,+,0.1953,0.2219,GG704915,314430,319691,LTR,Copia
CIMG_09923,GG704915:214909..215953(+),serine/threonine protein kinase,GG704915,214909,215953,CIMG_09923,+,0.3693,0.2098,GG704915,216158,216265,DNA,TcMar
CIMG_09922,GG704915:212545..213368(+),hypothetical protein,GG704915,212545,213368,CIMG_09922,+,2.1174,1.6374,GG704915,209819,210078,DNA,TcMar
CIMG_09921,GG704915:210229..212026(+),T-complex protein 1 subunit beta,GG704915,210229,212026,CIMG_09921,+,10.3664,22.9986,GG704915,209819,210078,DNA,TcMar
CIMG_09917,GG704915:200378..202410(-),peptidyl-prolyl cis-trans isomerase cypE,GG704915,200243,202512,CIMG_09917,-,23.5877,20.8574,GG704915,202613,202812,DNA,TcMar
CIMG_09910,GG704915:178063..179991(+),hypothetical protein,GG704915,178063,180383,CIMG_09910,+,16.6534,23.953,GG704915,180275,180394,DNA,TcMar
CIMG_09909,GG704915:175702..177261(+),major facilitator superfamily transporter protein,GG704915,175606,177373,CIMG_09909,+,4.4145,2.0489,GG704915,175401,175494,DNA,TcMar
CIMG_09896,GG704915:135567..136940(+),hypothetical protein,GG704915,135234,137030,CIMG_09896,+,1.5611,5.5009,GG704915,134990,135036,LTR,Gypsy
CIMG_09894,GG704915:132583..134170(+),cytochrome P450,GG704915,132583,134170,CIMG_09894,+,0.1713,0.8967,GG704915,134459,134843,LTR,Gypsy
CIMG_09893,GG704915:130401..130772(-),hypothetical protein,GG704915,130401,130772,CIMG_09893,-,0.4095,1.6053,GG704915,129314,129405,DNA,TcMar
CIMG_09886,GG704915:103853..104311(+),death-on-curing family protein,GG704915,103834,104554,CIMG_09886,+,4.8174,2.8089,GG704915,102113,102232,LTR,Copia
CIMG_09832,GG704912:79852..80396(-),hypothetical protein,GG704912,79662,80463,CIMG_09832,-,1.1299,1.1005,GG704912,72343,79416,LTR,Gypsy
CIMG_09830,GG704912:87324..88133(+),hypothetical protein,GG704912,87313,88295,CIMG_09830,+,16.0428,54.2933,GG704912,86650,86947,LTR,Gypsy
CIMG_09829,GG704912:88512..89175(-),hypothetical protein,GG704912,88512,89175,CIMG_09829,-,0.3353,1.3064,GG704912,89602,89722,LTR,Copia
CIMG_09807,GG704912:142918..144822(+),multidrug resistance protein,GG704912,142918,145031,CIMG_09807,+,119.7106,25.5843,GG704912,141964,142136,DNA,hAT
CIMG_09798,GG704912:170361..172260(-),hypothetical protein,GG704912,170361,172427,CIMG_09798,-,1.784,3.7281,GG704912,176689,176888,LINE,Tad1
CIMG_09797,GG704912:174154..176387(-),ABC transporter,GG704912,174029,176387,CIMG_09797,-,3.604,4.8734,GG704912,176689,176888,LINE,Tad1
CIMG_09661,GG704912:583331..584553(-),hypothetical protein,GG704912,583085,584606,CIMG_09661,-,39.6704,36.8279,GG704912,584736,584914,DNA,TcMar
CIMG_09650,GG704912:619680..622188(-),actin cytoskeleton organization protein App1,GG704912,619541,622188,CIMG_09650,-,0.1518,0.2887,GG704912,619078,619192,DNA,TcMar
CIMG_09648,GG704912:624865..626599(-),radical SAM/Cys-rich domain-containing protein,GG704912,624865,626599,CIMG_09648,-,1.4543,2.1427,GG704912,627088,630081,LTR,Copia
CIMG_09641,GG704912:640474..641970(+),hypothetical protein,GG704912,640474,642095,CIMG_09641,+,5.1281,14.1511,GG704912,636929,639405,LTR,Copia
CIMG_09628,GG704912:675716..677651(-),protein-tyrosine phosphatase,GG704912,675157,677961,CIMG_09628,-,0.1482,0.0485,GG704912,678707,684012,LTR,Copia
CIMG_09625,GG704912:684274..684783(+),polarized growth chromatin-associated controller 1,GG704912,684099,684958,CIMG_09625,+,7.6475,2.3919,GG704912,678707,684012,LTR,Copia
CIMG_09624,GG704912:685108..686697(-),hypothetical protein,GG704912,684884,686788,CIMG_09624,-,13.5467,9.4728,GG704912,687313,692618,LTR,Copia
CIMG_09618,GG704912:697322..697998(+),60S ribosomal protein L22,GG704912,697220,698241,CIMG_09618,+,75.4022,90.5506,GG704912,687313,692618,LTR,Copia
CIMG_09595,GG704912:753676..754644(-),V-type proton ATPase proteolipid subunit,GG704912,753166,754826,CIMG_09595,-,1.7114,1.9667,GG704912,754854,755111,DNA,TcMar
CIMG_09589,GG704915:3282537..3287084(+),cation chloride cotransporter,GG704915,3282537,3287084,CIMG_09589,+,1.4177,0.1726,GG704915,3286863,3287055,DNA,TcMar
CIMG_09581,GG704915:3265220..3266108(+),hypothetical protein,GG704915,3265220,3266108,CIMG_09581,+,0.9145,2.5431,GG704915,3266090,3266197,LTR,Gypsy
CIMG_09578,GG704915:3255425..3256453(+),phospholipase D,GG704915,3254908,3256564,CIMG_09578,+,21.5685,7.6939,GG704915,3256979,3257321,LTR,Gypsy
CIMG_09577,GG704915:3251244..3252875(+),hypothetical protein,GG704915,3250726,3254631,CIMG_09577,+,2.231,9.258,GG704915,3249956,3250048,LTR,Copia
CIMG_09574,GG704915:3243283..3247964(-),hypothetical protein,GG704915,3243283,3248257,CIMG_09574,-,0.441,1.1332,GG704915,3243118,3243270,DNA,TcMar
CIMG_09571,GG704915:3228331..3230375(+),bifunctional purine biosynthesis protein ADE17,GG704915,3228331,3230375,CIMG_09571,+,4.6427,5.2512,GG704915,3225532,3225877,LTR,Copia
CIMG_09570,GG704915:3226367..3227563(+),INSIG domain-containing protein,GG704915,3226128,3227917,CIMG_09570,+,2.6761,2.1265,GG704915,3225532,3225877,LTR,Copia
CIMG_09569,GG704915:3223241..3223997(-),hypothetical protein,GG704915,3223095,3224464,CIMG_09569,-,49.6268,51.9302,GG704915,3224527,3224780,DNA,TcMar
CIMG_09567,GG704915:3216242..3218054(+),hypothetical protein,GG704915,3216153,3218109,CIMG_09567,+,10.6153,1.5222,GG704915,3214398,3214446,LTR,Gypsy
CIMG_09565,GG704915:3211175..3212110(-),hypothetical protein,GG704915,3211175,3212110,CIMG_09565,-,48.9573,12.6219,GG704915,3214317,3214354,LTR,Gypsy
CIMG_09503,GG704915:3050226..3051829(+),DnaJ domain-containing protein,GG704915,3049771,3052135,CIMG_09503,+,3.4472,4.3489,GG704915,3046465,3046574,LTR,Gypsy
CIMG_09500,GG704915:3045727..3046380(-),hypothetical protein,GG704915,3045727,3046380,CIMG_09500,-,1.328,3.3954,GG704915,3046166,3046354,LTR,Gypsy
CIMG_09497,GG704915:3026202..3035135(+),hypothetical protein,GG704915,3026202,3035182,CIMG_09497,+,0.6195,0.6437,GG704915,3024658,3024722,LTR,Gypsy
CIMG_09495,GG704915:3021751..3022395(-),hypothetical protein,GG704915,3021529,3023157,CIMG_09495,-,6.6958,10.4561,GG704915,3024580,3024609,LTR,Gypsy
CIMG_09485,GG704915:3000315..3002304(+),hypothetical protein,GG704915,3000104,3002304,CIMG_09485,+,1.635,7.5363,GG704915,2999958,3000017,DNA,TcMar
CIMG_09484,GG704915:2994910..2995389(-),hypothetical protein,GG704915,2994091,2995921,CIMG_09484,-,13.4932,72.1305,GG704915,2997673,2997727,DNA,TcMar
CIMG_09482,GG704915:2989733..2993393(-),phospholipase D active site-containing protein,GG704915,2989352,2993607,CIMG_09482,-,0.2328,0.3506,GG704915,2997673,2997727,DNA,TcMar
CIMG_09469,GG704915:2959026..2961473(+),PEK protein kinase,GG704915,2958812,2961473,CIMG_09469,+,5.5739,7.7056,GG704915,2956021,2956097,DNA,TcMar
CIMG_09464,GG704915:2945544..2947279(-),FolC protein,GG704915,2945416,2947319,CIMG_09464,-,0.128,0.2183,GG704915,2951417,2956076,DNA,TcMar
CIMG_09433,GG704915:2860447..2862054(+),epoxide hydrolase,GG704915,2860447,2862054,CIMG_09433,+,4.7035,6.7146,GG704915,2857225,2857328,LTR,Gypsy
CIMG_09432,GG704915:2858714..2859829(+),pinin/SDK/memA domain-containing protein,GG704915,2858683,2860130,CIMG_09432,+,2.571,2.4982,GG704915,2857225,2857328,LTR,Gypsy
CIMG_09367,GG704915:2688635..2690547(-),peptidyl-prolyl cis-trans isomerase-like 2,GG704915,2688084,2690775,CIMG_09367,-,0.1733,0.3798,GG704915,2691349,2691498,LTR,Gypsy
CIMG_09365,GG704915:2685173..2686468(-),hypothetical protein,GG704915,2685173,2686468,CIMG_09365,-,2.187,6.5984,GG704915,2691349,2691498,LTR,Gypsy
CIMG_09334,GG704915:2609075..2610247(+),hypothetical protein,GG704915,2609075,2610247,CIMG_09334,+,2.6753,8.9649,GG704915,2607885,2608225,DNA,TcMar
CIMG_09332,GG704915:2603940..2605135(-),cytoplasmic tRNA 2-thiolation protein 2,GG704915,2602957,2605203,CIMG_09332,-,0.0418,0.1665,GG704915,2607764,2607887,DNA,TcMar
CIMG_09266,GG704915:2439372..2440697(+),hypothetical protein,GG704915,2439372,2440697,CIMG_09266,+,1.4337,3.8947,GG704915,2436441,2437026,LTR,Ngaro
CIMG_09262,GG704915:2431801..2432437(-),hypothetical protein,GG704915,2431009,2432502,CIMG_09262,-,11.9309,20.2787,GG704915,2432584,2436405,LTR,Ngaro
CIMG_09253,GG704915:2406189..2407501(+),rRNA processing protein,GG704915,2406156,2407685,CIMG_09253,+,54.0157,51.9302,GG704915,2403317,2403377,LTR,Copia
CIMG_09252,GG704915:2403659..2404848(+),protein disulfide-isomerase,GG704915,2403477,2405089,CIMG_09252,+,158.4105,175.2308,GG704915,2403317,2403377,LTR,Copia
CIMG_09241,GG704915:2365241..2366223(-),"oxidoreductase, oxidoreductase, variant 1, oxidoreductase, variant 2",GG704915,2365101,2366759,CIMG_09241,-,0,0,GG704915,2370764,2371853,LTR,Copia
CIMG_09221,GG704915:2315513..2318139(+),AdoMet-dependent rRNA methyltransferase spb1,GG704915,2315450,2318450,CIMG_09221,+,22.789,14.4761,GG704915,2311556,2311630,DNA,TcMar
CIMG_09157,GG704915:2122383..2124119(+),tRNA(m5U54)methyltransferase,GG704915,2122295,2124226,CIMG_09157,+,21.3844,10.3215,GG704915,2120241,2120353,LTR,Gypsy
CIMG_09058,GG704915:1857496..1858150(+),hypothetical protein,GG704915,1857496,1858150,CIMG_09058,+,1.7455,19.4062,GG704915,1856783,1857028,LTR,Gypsy
CIMG_09044,GG704915:1819654..1821694(+),mucin,GG704915,1819320,1822263,CIMG_09044,+,7.5952,8.0049,GG704915,1816649,1816738,DNA,TcMar
CIMG_08995,GG704915:1710981..1711634(+),hypothetical protein,GG704915,1710596,1711785,CIMG_08995,+,92.1469,55.465,GG704915,1706283,1706350,LTR,Copia
CIMG_08992,GG704915:1703522..1705910(-),hypothetical protein,GG704915,1703375,1706172,CIMG_08992,-,0.39,0.7136,GG704915,1706283,1706350,LTR,Copia
CIMG_08991,GG704915:1699974..1702789(-),protein SEY1,GG704915,1699924,1702999,CIMG_08991,-,7.3694,3.975,GG704915,1706283,1706350,LTR,Copia
CIMG_08972,GG704915:1652700..1653293(-),hypothetical protein,GG704915,1652607,1653611,CIMG_08972,-,85.0651,26.955,GG704915,1653677,1653830,DNA,TcMar
CIMG_08970,GG704915:1649412..1650784(-),S-adenosylmethionine synthase,GG704915,1648863,1650956,CIMG_08970,-,3.2071,1.5169,GG704915,1653677,1653830,DNA,TcMar
CIMG_08965,GG704915:1627141..1629192(+),hypothetical protein,GG704915,1626769,1630019,CIMG_08965,+,60.0309,47.6013,GG704915,1624354,1624621,DNA,TcMar
CIMG_08964,GG704915:1624987..1625896(+),"HAD hydrolase, family IA",GG704915,1624833,1625915,CIMG_08964,+,3.2632,2.9858,GG704915,1624354,1624621,DNA,TcMar
CIMG_08962,GG704915:1621658..1622452(-),vesicle transport V-SNARE protein superfamily,GG704915,1621340,1622573,CIMG_08962,-,6.8641,10.7513,GG704915,1624125,1624368,DNA,TcMar
CIMG_08957,GG704915:1607444..1609205(+),"SIR2 family histone deacetylase, SIR2 family histone deacetylase, variant",GG704915,1607267,1609658,CIMG_08957,+,0,0,GG704915,1607054,1607218,DNA,TcMar
CIMG_08936,GG704913:22164..22982(-),Ser/Thr protein phosphatase,GG704913,21867,23058,CIMG_08936,-,32.6152,53.5639,GG704913,21725,21842,LTR,Copia
CIMG_08933,GG704913:27317..28065(+),hypothetical protein,GG704913,27317,28065,CIMG_08933,+,3.0566,4.6216,GG704913,24364,26692,DNA,TcMar
CIMG_08932,GG704913:28398..28886(-),hypothetical protein,GG704913,28398,28886,CIMG_08932,-,0.6956,0.5928,GG704913,29526,30698,LTR,Copia
CIMG_08922,GG704913:50991..52989(+),GABA permease,GG704913,50635,53092,CIMG_08922,+,40.1006,0.1912,GG704913,53625,53684,LTR,Gypsy
CIMG_08921,GG704913:54068..54613(+),hypothetical protein,GG704913,54068,54613,CIMG_08921,+,4.8548,9.4159,GG704913,53625,53684,LTR,Gypsy
CIMG_08883,GG704913:148385..149185(-),hypothetical protein,GG704913,146961,149446,CIMG_08883,-,0,0.0441,GG704913,149696,149776,LTR,Copia
CIMG_08881,GG704913:152869..155001(-),RNA polymerase II mediator complex component SRB4,GG704913,152839,155056,CIMG_08881,-,12.1957,5.0945,GG704913,155876,155989,LTR,Copia
CIMG_08880,GG704913:156217..157472(+),IBR finger domain-containing protein,GG704913,156012,157472,CIMG_08880,+,5.2224,7.5019,GG704913,155876,155989,LTR,Copia
CIMG_08879,GG704913:158647..161188(+),6-phosphofructokinase,GG704913,158614,161828,CIMG_08879,+,6.0779,9.079,GG704913,155876,155989,LTR,Copia
CIMG_08848,GG704913:237265..238890(-),MFS transporter,GG704913,237175,240835,CIMG_08848,-,46.459,12.2727,GG704913,242153,242247,LTR,Gypsy
CIMG_08844,GG704913:244556..245223(+),hypothetical protein,GG704913,244556,245223,CIMG_08844,+,0.5554,1.5552,GG704913,242153,242247,LTR,Gypsy
CIMG_08842,GG704913:247038..247479(+),hypothetical protein,GG704913,246427,248518,CIMG_08842,+,0.5469,0.1503,GG704913,242153,242247,LTR,Gypsy
CIMG_08837,GG704913:262958..266327(+),transcription initiation protein spt5,GG704913,262582,266709,CIMG_08837,+,2.9492,3.0253,GG704913,262035,262214,DNA,TcMar
CIMG_08836,GG704913:267001..267734(+),nuclear movement protein nudC,GG704913,266844,267918,CIMG_08836,+,17.93,22.1451,GG704913,262035,262214,DNA,TcMar
CIMG_08817,GG704913:310431..311350(-),GNAT family acetyltransferase Nat4,GG704913,309673,311492,CIMG_08817,-,0.0898,0.1991,GG704913,314224,314303,DNA,TcMar
CIMG_08815,GG704913:317169..318976(+),"threonine ammonia-lyase, biosynthetic",GG704913,317143,319383,CIMG_08815,+,2.3084,4.6309,GG704913,314973,315850,DNA,TcMar
CIMG_08793,GG704913:368561..371179(+),"elongation factor G, mitochondrial",GG704913,368476,371601,CIMG_08793,+,3.8739,4.0776,GG704913,368164,368421,DNA,TcMar
CIMG_08764,GG704913:455824..459240(+),WD repeat protein,GG704913,455824,459240,CIMG_08764,+,0.4,0.6043,GG704913,453469,453509,DNA,hAT
CIMG_08757,GG704913:470970..472044(-),hypothetical protein,GG704913,470970,472044,CIMG_08757,-,2.0574,0.0373,GG704913,474386,474558,LTR,Copia
CIMG_08756,GG704913:473212..473860(-),hypothetical protein,GG704913,473212,473860,CIMG_08756,-,17.9254,1.428,GG704913,474386,474558,LTR,Copia
CIMG_08744,GG704913:497671..498293(+),hypothetical protein,GG704913,497671,498293,CIMG_08744,+,1.366,0.9616,GG704913,494440,495790,DNA,TcMar
CIMG_08742,GG704913:503360..505137(+),hypothetical protein,GG704913,503360,505137,CIMG_08742,+,3.7406,1.8829,GG704913,501507,501534,DNA,TcMar
CIMG_08716,GG704913:567463..568810(-),malic acid transporter,GG704913,567463,568847,CIMG_08716,-,23.0104,52.1917,GG704913,569102,569477,DNA,TcMar
CIMG_08713,GG704913:572027..573359(+),transcription initiation factor iif,GG704913,571928,573525,CIMG_08713,+,4.4387,6.2617,GG704913,569672,569931,DNA,TcMar
CIMG_08712,GG704913:573715..575384(+),CCCH zinc finger protein,GG704913,573683,575981,CIMG_08712,+,1.4777,1.6747,GG704913,569672,569931,DNA,TcMar
CIMG_08709,GG704913:581715..582137(-),hypothetical protein,GG704913,581715,582137,CIMG_08709,-,1.7799,4.0152,GG704913,586986,587069,LTR,Gypsy
CIMG_08707,GG704913:587370..588800(+),hypothetical protein,GG704913,587278,588841,CIMG_08707,+,49.7152,64.6306,GG704913,586986,587069,LTR,Gypsy
CIMG_08706,GG704913:589195..590847(+),hypothetical protein,GG704913,589195,590847,CIMG_08706,+,12.9024,18.6452,GG704913,586986,587069,LTR,Gypsy
CIMG_08701,GG704913:600827..601474(-),hypothetical protein,GG704913,600827,601474,CIMG_08701,-,0.4117,1.462,GG704913,601303,601374,DNA,TcMar
CIMG_08698,GG704913:608898..611352(+),hypothetical protein,GG704913,607837,611820,CIMG_08698,+,0.4401,0.1224,GG704913,603143,603285,DNA,CMC-EnSpm
CIMG_08614,GG704913:813687..814670(-),hypothetical protein,GG704913,813687,814670,CIMG_08614,-,0.1991,1.7394,GG704913,816820,822283,LTR,Copia
CIMG_08586,GG704913:906122..907586(+),CMGC/SRPK protein kinase,GG704913,906106,907757,CIMG_08586,+,25.3485,13.8995,GG704913,902193,924000,DNA,TcMar
CIMG_08569,GG704913:953552..960643(-),polyketide synthase,GG704913,953487,960643,CIMG_08569,-,2.3957,19.6313,GG704913,961574,966844,LTR,Copia
CIMG_08560,GG704913:987502..988909(-),hypothetical protein,GG704913,987502,988909,CIMG_08560,-,5.7024,2.2491,GG704913,990938,990993,DNA,TcMar
CIMG_08555,GG704913:996405..998290(+),hypothetical protein,GG704913,996405,998290,CIMG_08555,+,0.388,0.1293,GG704913,993218,993282,DNA,TcMar
CIMG_08500,GG704913:1138553..1139059(+),hypothetical protein,GG704913,1138553,1139554,CIMG_08500,+,6.8314,1.077,GG704913,1139914,1139976,DNA,TcMar
CIMG_08470,GG704913:1222440..1223498(-),hypothetical protein,GG704913,1222236,1223775,CIMG_08470,-,43.9587,57.3249,GG704913,1224302,1224398,DNA,TcMar
CIMG_08443,GG704913:1299162..1300675(+),hypothetical protein,GG704913,1299162,1300675,CIMG_08443,+,0.0291,0.2479,GG704913,1298217,1298316,LTR,Gypsy
CIMG_08423,GG704913:1344998..1345401(+),hypothetical protein,GG704913,1344998,1345401,CIMG_08423,+,23.2384,24.2047,GG704913,1338907,1343742,LTR,Copia
CIMG_08422,GG704913:1346885..1347384(+),hypothetical protein,GG704913,1346885,1347384,CIMG_08422,+,1.9085,26.4879,GG704913,1338907,1343742,LTR,Copia
CIMG_08421,GG704913:1348496..1349473(+),hypothetical protein,GG704913,1347917,1349473,CIMG_08421,+,0.4825,0.4112,GG704913,1338907,1343742,LTR,Copia
CIMG_08409,GG704913:1383426..1384571(-),hypothetical protein,GG704913,1383426,1384571,CIMG_08409,-,0,0.0969,GG704913,1387006,1388696,DNA,TcMar
CIMG_08408,GG704913:1385057..1385576(-),hypothetical protein,GG704913,1384938,1385576,CIMG_08408,-,0,0,GG704913,1387006,1388696,DNA,TcMar
CIMG_08407,GG704913:1387623..1388601(-),hypothetical protein,GG704913,1387623,1388601,CIMG_08407,-,0,0,GG704913,1387006,1388696,DNA,TcMar
CIMG_08406,GG704913:1388928..1389453(-),hypothetical protein,GG704913,1388928,1389453,CIMG_08406,-,0,0.4636,GG704913,1389360,1389991,LTR,Copia
CIMG_08401,GG704913:1412480..1414415(+),hypothetical protein,GG704913,1412458,1414461,CIMG_08401,+,2.206,3.5133,GG704913,1410328,1410607,DNA,TcMar
CIMG_08400,GG704913:1414476..1415049(-),hypothetical protein,GG704913,1414381,1415469,CIMG_08400,-,3.5741,2.3718,GG704913,1419094,1419909,DNA,TcMar
CIMG_08399,GG704913:1415957..1417142(-),hypothetical protein,GG704913,1415957,1417142,CIMG_08399,-,2.1146,14.4419,GG704913,1419094,1419909,DNA,TcMar
CIMG_08394,GG704913:1430446..1431126(-),hypothetical protein,GG704913,1430446,1431126,CIMG_08394,-,0,0.2924,GG704913,1432433,1434310,LTR,Copia
CIMG_08380,GG704913:1475526..1476316(+),hypothetical protein,GG704913,1475017,1476316,CIMG_08380,+,0,0.0221,GG704913,1477083,1477187,LTR,Copia
CIMG_08365,GG704913:1548639..1549429(+),hypothetical protein,GG704913,1548639,1549429,CIMG_08365,+,0,0.305,GG704913,1545236,1547244,DNA,hAT
CIMG_08364,GG704913:1550267..1550853(-),hypothetical protein,GG704913,1550267,1550853,CIMG_08364,-,0.0564,34.3316,GG704913,1551543,1552554,LTR,Copia
CIMG_08361,GG704913:1556007..1558457(+),hypothetical protein,GG704913,1556007,1558457,CIMG_08361,+,0,0,GG704913,1561218,1561353,DNA,TcMar
CIMG_08323,GG704913:1664609..1665837(-),hypothetical protein,GG704913,1664011,1666493,CIMG_08323,-,0.1775,1.0697,GG704913,1668208,1668461,DNA,TcMar
CIMG_08321,GG704913:1668804..1669657(-),hypothetical protein,GG704913,1667932,1669738,CIMG_08321,-,0.1618,1.2875,GG704913,1668208,1668461,DNA,TcMar
CIMG_08313,GG704913:1685295..1687372(+),hypothetical protein,GG704913,1685100,1687426,CIMG_08313,+,0.0801,0.1138,GG704913,1681212,1682382,DNA,hAT
CIMG_08312,GG704913:1687614..1691861(-),ABC a-pheromone efflux pump AtrD,GG704913,1687402,1692129,CIMG_08312,-,0.5398,0.7706,GG704913,1692558,1692663,DNA,TcMar
CIMG_08310,GG704913:1695572..1697382(+),sugar porter (SP) family MFS transporter,GG704913,1695403,1697757,CIMG_08310,+,2.9688,5.3632,GG704913,1699191,1699395,DNA,TcMar
CIMG_08309,GG704913:1698052..1698841(-),hypothetical protein,GG704913,1697695,1699010,CIMG_08309,-,4.0211,1.4498,GG704913,1699191,1699395,DNA,TcMar
CIMG_08307,GG704913:1703850..1708929(+),hypothetical protein,GG704913,1703814,1709333,CIMG_08307,+,4.3332,2.6857,GG704913,1699404,1699486,DNA,TcMar
CIMG_08290,GG704913:1744470..1746222(-),phytase,GG704913,1744240,1746286,CIMG_08290,-,0.0795,0.5155,GG704913,1751014,1751223,DNA,TcMar
CIMG_08288,GG704913:1751921..1754992(-),aminopeptidase,GG704913,1751908,1755298,CIMG_08288,-,4.3967,3.5392,GG704913,1751320,1751398,DNA,TcMar
CIMG_08287,GG704913:1756296..1756939(-),protein kinase,GG704913,1756296,1756939,CIMG_08287,-,0.1562,0.577,GG704913,1757389,1757649,DNA,TcMar
CIMG_08253,GG704913:1881784..1883748(-),hypothetical protein,GG704913,1881728,1883748,CIMG_08253,-,57.1042,97.851,GG704913,1884201,1884813,LTR,Copia
CIMG_08250,GG704913:1888391..1888719(+),hypothetical protein,GG704913,1887928,1888864,CIMG_08250,+,22.5748,31.9855,GG704913,1884778,1887373,LTR,Copia
CIMG_08248,GG704913:1891882..1892677(+),hypothetical protein,GG704913,1891882,1892677,CIMG_08248,+,0.9114,3.6247,GG704913,1884778,1887373,LTR,Copia
CIMG_08242,GG704913:1905271..1905947(-),hypothetical protein,GG704913,1904875,1906030,CIMG_08242,-,2.4086,3.2789,GG704913,1907648,1918278,LTR,Gypsy
CIMG_08232,GG704913:1922215..1922907(-),hypothetical protein,GG704913,1922215,1922907,CIMG_08232,-,0,0.1458,GG704913,1923929,1924424,DNA,TcMar
CIMG_08177,GG704913:2075742..2077048(+),BAR domain-containing protein,GG704913,2075600,2077458,CIMG_08177,+,8.8322,6.0109,GG704913,2075386,2075418,LTR,Ngaro
CIMG_08134,GG704913:2177118..2179055(-),MFS transporter,GG704913,2177118,2179055,CIMG_08134,-,0.1861,0.2996,GG704913,2182456,2182741,DNA,hAT
CIMG_08132,GG704913:2182989..2184824(-),hypothetical protein,GG704913,2182843,2184824,CIMG_08132,-,5.8261,14.5546,GG704913,2182456,2182741,DNA,hAT
CIMG_08126,GG704913:2193972..2196209(+),MFS phosphate transporter,GG704913,2193434,2196418,CIMG_08126,+,1.9176,3.6985,GG704913,2188943,2189024,LTR,Gypsy
CIMG_08043,GG704913:2397545..2400973(-),DNA excision repair protein (rad2),GG704913,2397367,2401048,CIMG_08043,-,15.234,10.6554,GG704913,2401200,2401280,DNA,TcMar
CIMG_08041,GG704913:2403257..2406967(+),hypothetical protein,GG704913,2403193,2407212,CIMG_08041,+,2.0686,0.9047,GG704913,2402806,2403119,DNA,TcMar
CIMG_08032,GG704913:2434589..2436829(+),pyruvate kinase,GG704913,2434475,2437131,CIMG_08032,+,24.8682,38.7681,GG704913,2428263,2433573,LTR,Copia
CIMG_08031,GG704913:2438184..2440289(+),hypothetical protein,GG704913,2437933,2440506,CIMG_08031,+,14.9144,9.4116,GG704913,2428263,2433573,LTR,Copia
CIMG_08010,GG704913:2494729..2495420(-),ER-derived vesicles protein ERV14,GG704913,2494313,2495716,CIMG_08010,-,26.7439,63.3604,GG704913,2497003,2497036,DNA,TcMar
CIMG_08009,GG704913:2500088..2501865(+),major facilitator superfamily transporter protein,GG704913,2499973,2502051,CIMG_08009,+,40.7302,62.1671,GG704913,2497009,2499359,DNA,TcMar
CIMG_07986,GG704913:2567573..2568229(-),cyclase/dehydrase,GG704913,2567573,2568229,CIMG_07986,-,993.5302,425.6385,GG704913,2572921,2573252,LTR,Copia
CIMG_07976,GG704913:2593854..2594405(-),thioesterase,GG704913,2593732,2594626,CIMG_07976,-,66.8167,15.222,GG704913,2598676,2598764,DNA,TcMar
CIMG_07933,GG704913:2705018..2705887(-),triosephosphate isomerase,GG704913,2704982,2706103,CIMG_07933,-,9.0969,12.9131,GG704913,2710419,2710546,DNA,TcMar
CIMG_07931,GG704913:2708504..2709228(-),GAJ protein,GG704913,2708504,2709228,CIMG_07931,-,74.2136,54.0741,GG704913,2710419,2710546,DNA,TcMar
CIMG_07930,GG704913:2709513..2710442(-),hypothetical protein,GG704913,2709513,2710442,CIMG_07930,-,33.9945,128.1728,GG704913,2710419,2710546,DNA,TcMar
CIMG_07929,GG704913:2710640..2712195(+),WD repeat protein,GG704913,2710640,2712195,CIMG_07929,+,7.703,8.1666,GG704913,2710419,2710546,DNA,TcMar
CIMG_07905,GG704913:2758600..2759031(-),serine/threonine protein kinase,GG704913,2757255,2759497,CIMG_07905,-,0.2191,3.5779,GG704913,2762913,2763078,LTR,Gypsy
CIMG_07904,GG704913:2760598..2761764(-),hypothetical protein,GG704913,2760598,2761764,CIMG_07904,-,0.382,1.6821,GG704913,2762913,2763078,LTR,Gypsy
CIMG_07903,GG704913:2763543..2764688(+),alpha-tubulin suppressor protein Aats1,GG704913,2763223,2764857,CIMG_07903,+,26.033,54.0583,GG704913,2762913,2763078,LTR,Gypsy
CIMG_07893,GG704913:2786412..2788942(-),hypothetical protein,GG704913,2786412,2788990,CIMG_07893,-,0.2701,0.7365,GG704913,2790237,2790273,LTR,Gypsy
CIMG_07832,GG704913:2933595..2936111(+),"hypothetical protein, hypothetical protein, variant",GG704913,2933559,2936380,CIMG_07832,+,0,0,GG704913,2931596,2931687,DNA,TcMar
CIMG_07811,GG704913:2992635..2993502(+),hypothetical protein,GG704913,2992466,2994632,CIMG_07811,+,73.0364,5.193,GG704913,2988820,2988879,DNA,TcMar
CIMG_07798,GG704913:3022537..3023483(-),hypothetical protein,GG704913,3022099,3023947,CIMG_07798,-,1.3014,3.1905,GG704913,3025052,3025916,LTR,Gypsy
CIMG_07796,GG704913:3024608..3024919(-),hypothetical protein,GG704913,3024608,3024919,CIMG_07796,-,4.8827,4.7436,GG704913,3025052,3025916,LTR,Gypsy
CIMG_07783,GG704913:3085210..3087046(+),hypothetical protein,GG704913,3085210,3087046,CIMG_07783,+,6.4163,2.5398,GG704913,3084580,3084645,DNA,TcMar
